,idx,word_guesses,first_pass,solution_words,solution
1026,1026,usu;divaricatore;di,usu A divaricatore N di STI,Usuardi;varicatori,Usuardi varicatori
1027,1027,nata;primi;na;nano,U nata P primi na ICA nano UR,Una;prima;piccanano;ur;ania,Una prima piccanano ur ania
1028,1028,seri;passo;dotto;seri;nate,CAS seri passo dotto serio R DI nate,Casse;riposte;di;doti;ordinarie,Casse riposte di doti ordinarie
1029,1029,gancio;in;otre;tino,gancio in L otre N tino,In;gancio l';otre n'ti,In gancio l'otre n'ti
1030,1030,fedi;mura,A fedi P RE mura,Afedi;premura,Afedi premura
1031,1031,Sudan;esili;cieco;gole,Sudan esili B I cieco N gole S I,Sudanesi;libici;e;congolesi,Sudanesi libici e congolesi
1032,1032,mici;ara;orzata,A mici ZI ara FF orzata,Amicizia;rafforzata,Amicizia rafforzata
1033,1033,Pitt;atterrati;lista,Pitt U atterrati M BO lista,Pittura;tremebonda,Pittura tremebonda
1034,1034,punti;in,S punti in NO,Spunti;inopinati,Spunti inopinati
1035,1035,tra;attiva,tra T attiva NI,Trattiva;nini,Trattiva nini
1036,1036,avidi;ande;botti,N avidi CL ande S botti,Navi;di;clandestini,Navi di clandestini
1037,1037,falla;ortica;edile;nano,STU falla S ortica AL edile G nano,Stufallassor;ticale;di;legnano,Stufallassor ticale di legnano
1038,1038,anta;casa;bomba;zia,F anta STI casa bomba L I zia,Fantastica;saba;bombalizia,Fantastica saba bombalizia
1039,1039,volpe;nidi;totale,I volpe nidi S E R totale,I;volpini;di;sertotale,I volpini di sertotale
1040,1040,netta;bocca;esca,SCE netta bocca C C esca,Scenetta;boccaccesca,Scenetta boccaccesca
1041,1041,fiume;saba;agli,FU fiume saba TT agli A,Fufiune;sabattuta,Fufiune sabattuta
1042,1042,lima;esopo;asse;renato,C lima T esopo IR asse renato SI,Clima;teso;per;asserenatori,Clima teso per asserenatori
1043,1043,smalto;miami;redi;ode,smalto DE miami LI TA redi M ode NA,S;maledicono;taliadem;od;emana,S'maledicono taliadem od emana
1044,1044,santino;mele;ali,P E santino R mele G ali,Pesanti;noie;regali,Pesanti noie regali
1045,1045,tori;stone,O RA tori stone A NI,Oratori;stoniani,Oratori stoniani
1046,1046,con;ette;dc10,I con S ette dc10,I;consette;decimo,I consette decimo
1047,1047,peri;come;catino,peri OD I come R catino,Periodi c;ome rcati,Periodi come rcati
1048,1048,reo;est;aperto;dadi,AE reo CH est aperto C dadi R RA,Aerea;che;sta;per;cadere;a terra,Aerea che sta per cadere a terra
1049,1049,abat-jour;mori;giochi,P abat-jour L O mori giochi A RO,Pablojour;lomori;giochi,Pablojour lomori giochi
1050,1050,tris;coppia;Ti,O tris coppia Ti,Otri;scoppiati,Otri scoppiati
1051,1051,posta,posta T I,Posta;titi,Posta titi
1052,1052,nani;cinesi;lare,U nani cinesi NGO lare,Un;anicine;singolare,Un anicine singolare
1053,1053,pali;sesto;di;ritto,pali N sesto di S C ritto,Palinsesto;discritto,Palinsesto discritto
1054,1054,agave;rame;temi;ra,P agave rame N temi S E ra,Paga;veramente;misera,Paga veramente misera
1055,1055,brocca;altalena;nidi;aquilone,CER brocca altalena MPA G nidi SV aquilone,Cercar;brocca l';talenamp;ag;nidis,Cercar brocca l'talenamp ag nidis
1056,1056,ali;divo;erie;ali,V ali divo L erie S ped ali E RI,Validi;volespedi;aliesperieri,Validi volespedi aliesperieri
1057,1057,raggio;pera;otri;buca;ai,CO raggio S pera P otri buca M ai S,Coraggiosa;pero;tribù;camaioras,Coraggiosa pero tribù camaioras
1058,1058,maiali;scia;di;vite,TO maiali scia di vite LLO,Tomaie;liscie;di;vitello,Tomaie liscie di vitello
1059,1059,conte;rosso;more;anno;campi;geni;avi,conte rosso A more S anno A M campi I geni T avi,Con;teros;samore;sanna;campi;i;genitavi,Con teros samore sanna campi i genitavi
1060,1060,eracle;idra,N eracle SS idra,Nera;classidra,Nera classidra
1061,1061,corto;sole;netta,AC corto sole netta,Accorto;solennet,Accorto solenne
1062,1062,sos;etto;onda,sos P etto F onda TO,Sospetto;fondato,Sospetto fondato
1063,1063,sarde;testa;lima;re,U sarde testa BI lima NI E re,User;destabilire;maniere,User destabilire maniere
1064,1064,Legnago;ante,PO Legnago VI G ante,Polegn;avigiante,Polegn avigiante
1065,1065,pelli;oscuri;onde;lessi;ossi,CA pelli oscuri C onde I R I F lessi R ossi,"Capelli;oscu;ri,;con;dirifles;sioni","Capelli oscuri, con diriflessioni"
1066,1066,alpe;ggio;lacci,alpe ggio S O lacci,Alpe;ggisolacci,Alpe ggisolacci
1067,1067,stelline;astri,P A stelline R astri,Pastelli;nerastri,Pastelli nerastri
1068,1068,rada;rete;palla,RO rada N rete S palla TE,Roda;nel;retros;pallante,Roda nel retros pallante
1069,1069,lesto;arpa;aloni,lesto P P arpa N T aloni,Lestoppar;pantalone,Lestoppar pantalone
1070,1070,anelli,anelli R A,Anell;iara,Anell iara
1071,1071,spento;avi;rosa,S spento T avi GO rosa,Spentostar;vigorosa,Spentostar vigorosa
1072,1072,in;auto;blu,in C auto blu FF,Incauto;bluff,Incauto bluff
1073,1073,arca;odi;esti,M arca T odi V esti,Marcato;divesti,Marcato divesti
1074,1074,asta;lenzuola;querce,B asta PO lenzuola DI querce,Basta;poco;di;quercia,Basta poco di quercia
1075,1075,zie;dei;risi,A zie N dei NC risi,Aziende;in;crisi,Aziende in crisi
1076,1076,lame;tela;orzata;ulna;cere,lame N tela S M orzata S ulna S cere,Lamentela;smordata;sul;nascere,Lamentela smordata sul nascere
1077,1077,ami;soldi;ila;po;ovale,ami C O soldi P ila L E po C ovale,Amico;sol;di;pilate;poco;vale,Amico sol di pilate poco vale
1078,1078,fugge;giocasta,PRI fugge giocasta LE,Prigioniere;fugaste,Prigioniere fugaste
1079,1079,rovi;rampino;lari;radi;marci,T rovi rampino L A lari E radi A marci,Trovare;un;riparo;al;ladre,Trovare un riparo al ladre
1080,1080,tris;erditopi,VE tris P erditopi,Vetri;sperdi,Vetri sperdi
1081,1081,ibis;licia;arti;ari;stanze;beaveri,C ibis licia P arti C OL ari SO stanze beaveri NTI,Cibi;slicp;articolari;sostanze;beaverini,Cibi slicp articolari sostanze beaverini
1082,1082,dentro;tavolo;dentro;ozio,dentro tavolo BIL dentro ozio NI,Dentrotavolobil;dentroz,Dentrotavolobil dentroz
1083,1083,giochi;napola,FRE giochi napola SO,Freghi;ochinaso,Freghi ochinaso
1084,1084,sci;eroina,sci OP eroina TTO,Scioperò;in;atto,Scioperò in atto
1085,1085,Redi;rubinetto;ali,P Redi rubinetto M IN ali,Predirubi;nettimia,Predirubi nettimia
1086,1086,pera;bocca;esca,O pera bocca C C esca,Opera;boccaccesca,Opera boccaccesca
1087,1087,laurea;fu;sesto,laurea F fu sesto RIE,Laurea f;userie,Laurea fuserie
1088,1088,Scola;Risi;curie;Gene;Rosi,Scola Risi curie Gene Rosi,Scolare;sicure;e;generose,Scolare sicure e generose
1089,1089,granata;serba,granata serba,Granata;serba,Granata serba
1090,1090,ragnatela;ante;saggi,ragnatela L I ante A E saggi,Ragnatel;iatesaggi,Ragnatel iatesaggi
1091,1091,sola;mister;osata;star,LI sola mister I osata star RNE,L';isola;misteriosa;di;Sterne,L'isola misteriosa di Sterne
1092,1092,indice;manovella,QU indice SI manovella,Quindicesima;novella,Quindicesima novella
1093,1093,avi;nidi;rame,T avi nidi C A rame,Tavinidi;ca;ramicare,Tavinidi ca ramicare
1094,1094,aloe;ami;are,L aloe TT ami L IT are,La;loettami;litarare,La loettami litarare
1095,1095,con;starter;rei;ivi,con QUI starter rei N C ivi LI,Conquistare;inciv;ilimenti,Conquistare inciv ilimenti
1096,1096,bar;bari;caschi;era,bar bari caschi era,Barbarica;schiera,Barbarica schiera
1097,1097,coni;phon;duo;corte;si;ovale,coni CA phon I US duo DI corte si P OC ovale,Con;i;caponi;usdi;core;tesipoc;oval;ente,Con i caponi usdi core tesipoc oval ente
1098,1098,cattivi;amore,cattivi DE amore SE,Cattivid;emore,Cattivid emore
1099,1099,picco;loto;po,picco loto po,Piccolo;topo,Piccolo topo
1100,1100,semi;ovale;tini,M semi M ovale N tini,Memorie;malevolen,Memorie malevolen
1101,1101,bilico;pelle,A bilico N SU pelle,Abili;consupelle,Abili consupelle
1102,1102,attiva;alì,attiva ND alì C I,Atti;vandalici,Atti vandalici
1103,1103,gancio;bus;tese,gancio bus tese,Ci;buschiamo;gancete,Ci buschiamo gancete
1104,1104,tristi;caschi,D O tristi caschi V A,Dotristica;schiva,Dotristica schiva
1105,1105,USA;bomba,BL USA bomba,Blusa;bombata,Blusa bombata
1106,1106,Bachi;torpedini,FU R Bachi R O torpedini,Furba;chiromante,Furba chiromante
1107,1107,avo;sarde;ine,TR avo sarde LV ine O,Travolse;dar;dine,Travolse dar dine
1108,1108,elica;tasto;face;est,D elica tasto F face L est E,Delicato;staff a;celeste,Delicato staff a celeste
1109,1109,azzurro;ford;in;rio,azzurro F ford in A rio,Azzur;rofordina,Azzur rofordina
1110,1110,oli;dalie;nani;miami,S oli dalie MA G nani miami CI,Solidali;e;magnanimi;amici,Solidali e magnanimi amici
1111,1111,bachi;baia;ile,A L bachi A baia P R ile,Alba;chiara;p;aprile,Alba chiara d'aprile
1112,1112,idra;silvia;tegami,SE idra C silvia P tegami,Sei;dracsi;lv;iategami,Sei dracsi lv iategami
1113,1113,rosa;tibia;stelle,rosa S OT tibia N C stelle,Rosasott;obiancaste,Rosasott obiancaste
1114,1114,onde;ultime,W onde RF ultime,Wonderful;time;Wonders;of time ),Wonderful time ( Wonders of time )
1115,1115,con;tre;coppia;assi,S con tre coppia TI assi RO,Scontre;coppiatia;s;s;irò,Scontre coppiatia s s. Irò
1116,1116,nappa;mento;dio;tosta,U nappa RTA mento dio T tosta N Z E,Un;appartamento;di;otto;stanze,Un appartamento di otto stanze
1117,1117,ave;rocca;rosso,ave R E rocca rosso S E,Avere;rocca;rossese,Avere rocca rossese
1118,1118,nari;camini;rado,U nari C camini E rado NIO,Una;ricca;miniera;d;uranio,Una ricca miniera d'uranio
1119,1119,chine;nane;face,chine F A U nane face NTO,Chi;ne;fa;una;ne;fa;cento,Chi ne fa una ne fa cento
1120,1120,api;do;nutrie;tino,S api do ME nutrie S tino,Sapido;menu;triestino,Sapido menu triestino
1121,1121,Polo;odi;scheletri,A Polo G odi scheletri P PA,Apologi;di;.;scheppa,Apologi di . scheppa
1122,1122,rocca;Basso,RO rocca V I Basso,Rocca;v;ibassori,Rocca v ibassori
1123,1123,vento;amman;todi;sir,E vento amman T A todi sir O,Evento;mantasiro;di;Todisco,Evento mantasiro di Todisco
1124,1124,stecca;dì;sì,BI stecca dì SUI sì,Bistecca;di;suisì,Bistecca di suisì
1125,1125,rocca;severo;si,rocca severo N E si,Roccaseve;ronesi,Roccaseve ronesi
1126,1126,uovo;oca;lario,N uovo V oca BO lario,Nuovo;vocabolario,Nuovo vocabolario
1127,1127,pazzo;arpa;alone,S pazzo L arpa N T alone,Spazzolar;pantalone,Spazzolar pantalone
1128,1128,stie;sos,C O stie sos I,Costi;esosi,Costi esosi
1129,1129,porci;menta;rodi;ra;stan;iran;cori,porci menta rodi ra stan iran cori,Por;cimentare;Dio;a;st;iraniani;e;coristi,Por cimentare Dio a st iraniani e coristi
1130,1130,sorteggio;anelli,sorteggio TTO anelli V E,Sorteggi;otto;ave,Sorteggi otto ave
1131,1131,danubio;est;dente;salice,danubio R est U dente S salice ALE,Danubio;restudentes;alicale,Danubio restudentes alicale
1132,1132,bocca;altare,bocca A M altare,Bocca;amara,Bocca amara
1133,1133,tosta,AL tosta ND,Alto;stand,Alto stand
1134,1134,bilico;attenti,A bilico MB attenti,Abili;combattenti,Abili combattenti
1135,1135,ramo;tiro;iris,T ramo N tiro S iris,Tramonto;siris,Tramonto siris
1136,1136,stagno;eco;are,CA stagno S eco L are,Castagno;secolare,Castagno secolare
1137,1137,verro;vari;usci,UN verro vari usci TA,Una;verro;variuscita,Una verro variuscita
1138,1138,manica;stelline;campioni,IM manica stelline O CL campioni C I,Immani;castelli;in Campania,Immani castelli in Campania
1139,1139,lenti;geni,VA lenti geni E R I,Valenti;genieri,Valenti genieri
1140,1140,stop;dante,stop RO dante ND,Storoda;nted,Storoda nted
1141,1141,gancio;mostra;pie,gancio D RO mostra pie NO,Un;gancio di;dromostra,Un gancio di dromostra
1142,1142,aia;boccia,G aia BIS boccia,Gaia;bisboccia,Gaia bisboccia
1143,1143,operosa;boccone,C operosa A E boccone,Copera;eboccone,Copera eboccone
1144,1144,toro;torre,OT toro torre ICI,Otto;rotori;citici,Otto rotori citici
1145,1145,ossi;nari;moser,ossi GE nari P moser NI,Ossigenar;i;polmoni,Ossigenar i polmoni
1146,1146,cava;lino;alici,cava L lino DI alici GNA,Cavalline;di;alicigna,Cavalline di alicigna
1147,1147,un;quadro;del;bramante,un quadro del bramante,Un;quadro;del;Bramante,Un quadro del Bramante
1148,1148,lessi;nasi,RI F lessi LU nasi,Riflessi;lunasi,Riflessi lunasi
1149,1149,line;credenza;lepre;messa,line credenza B I lepre messa,Linee credenza;bilepre m,Linee credenza bilepre m
1150,1150,Mantova;ciliegia;Leandro,PO Mantova U ciliegia C Leandro,Pomata;ucilegic;andro,Pomata ucilegic andro
1151,1151,anca;milo;la;unta;tosta;uro,M anca milo L la PP unta MEN tosta BIL uro,Mancami;lo';ppuntamento;stabiluro,Mancami lo' ppuntamento stabiluro
1152,1152,re;do;arduo,P re GIA do F arduo,Pregiato;farduo,Pregiato farduo
1153,1153,avidi;etto,S O avidi L etto,Soavi;diletto,Soavi diletto
1154,1154,pia;tese;como;rose,pia N tese C O como M B rose,Piante;scomode ;mbrose,Piante scomode ombrose
1155,1155,attori;olmo;asta,PI attori C olmo DIP asta,Piatto;ricolmo;di;pasta,Piatto ricolmo di pasta
1156,1156,mura;icona;asso;mura,SA mura icona L asso A mura I,Samuele;con;assai;murales,Samuele con assai murales
1157,1157,manovella,GRA manovella,Grama;novella,Grama novella
1158,1158,Vasto;lettera;chela;ape;lessi,UN Vasto S lettera chela S CI ape RP lessi,Una;storiella;che;lascia;perplessi,Una storiella che lascia perplessi
1159,1159,attori;olmo,P I attori C olmo,Piatto;ricolmo,Piatto ricolmo
1160,1160,La;scia;nel;mas,La scia nel mas TRO,L;ascia;nel;mastro,L'ascia nel mastro
1161,1161,Pitt;scala;sedile;ante,Pitt O RE scala E sedile V ante,Pittoresce;scale;di;servantè,Pittoresche scale di servantè
1162,1162,cubo;mostra;vari;ori;vali;elfi;ente;ente,B cubo mostra DI vari ori T RO vali T elfi C ente M ente,Bucomostra;divariatori;trovalite;lficentemente,Bucomostra divariatori trovalite lficentemente
1163,1163,bachi;min,BOM bachi min CA,Bomba;chimica,Bomba chimica
1164,1164,polli;dive;rodi;mura,AM polli NE dive T rodi mura NO,Ampollina;di;vetro;di;murano,Ampollina di vetro di murano
1165,1165,Bachi;asso,SAM Bachi asso SA,Samba;chiassosa,Samba chiassosa
1166,1166,ause;dolorante;fugge,P ause dolorante CI fugge,Pausedol;orante,Pausedol orante
1167,1167,ode;nono,C ode nono TI,Coden;ono;tici,Coden ono tici
1168,1168,inca;ovale;terno;stelle,inca I T R ovale terno A M stelle,In;cat;ri;ovale;t;ername;stelle,In cat ri ovale t'ername stelle
1169,1169,piazza;rotti;miami;ci,piazza rotti miami ci,Piazz;arotti;miaci,Piazz arotti miaci
1170,1170,odi;corti;lei,FOT odi corti NA lei VE,Foto;di;cortina;leive;(lieve),Foto di cortina leive
1171,1171,tre;rie;mura,V E tre rie DI mura NO,Veterie;di;murano,Veterie di murano
1172,1172,alunne;more;su;su;avidi,alunne R U more su S su ltano I P avidi,Al;rumore;sussul;tano i più;a;vvidi,Al rumore sussultano i più avvidi
1173,1173,rovere;salice,O rovere salice ALE,Orovere;salicale,Orovere salicale
1174,1174,forte;nei;vicini;no;teso,forte nei vicini no teso,"Forte;nei;vicini,;no;teso","Forte nei vicini, no teso"
1175,1175,trave;sarde;serti;coro,AT trave R sarde serti A FRI coro,Attraversare;deserti;africoro,Attraversare deserti africoro
1176,1176,nia;sali;marci;bi;si;versi,nia sali marci bi si versi,Niasalim;arci;bisiversi,Niasalim arci bisiversi
1177,1177,alice;cedro,C alice C cedro,Calice;cedro,Calice cedro
1178,1178,rio;salice,B rio salice ALE,Brio s;alicale,Brio salicale
1179,1179,porta;in;era;era,porta B L in era S F on era,Porta;blinfera;sfondata,Porta blinfera sfondata
1180,1180,rombo;manovella;calvi,B rombo manovella DI calvi NO,Bromomano;velladi;ca;lvino,Bromomano velladi ca lvino
1181,1181,Pitt;rare;reti,Pitt U rare P A reti,Pitturare;pareti,Pitturare pareti
1182,1182,guasti;aranciata,guasti A F aranciata,Guasta;farance,Guasta farance
1183,1183,bauli;anelli,bauli N E anelli V E,Bauli ne;anell;i ve,Bauli ne anelli ve
1184,1184,corna;anta,PAN corna anta TA,Panca;ornamentata,Panca ornamentata
1185,1185,Po;ara;pipa;aloni,Po RT ara M pipa NT aloni,Porta;rami;piantati,Porta rami piantati
1186,1186,trio;satiri;ra,O trio satiri T E ra,Otrios;atiriera,Otrios atiriera
1187,1187,sogliola;gioielli,PRU sogliola NS gioielli,Prusogli;olanesi,Prusogli olanesi
1188,1188,lama;tram;corner;orta,lama E S tram corner C orta,La;maestrà;cornercorta,La maestrà cornercorta
1189,1189,uminante;elvatiche;esto,R uminante S elvatiche S esto,Ruminante;selvagge,Ruminante selvagge
1190,1190,bar;de;porto,LI bar de porto,Libar;del;porto,Libar del porto
1191,1191,rete;ata,PA rete SF ata,Parete;sfatata,Parete sfatata
1192,1192,ossa;stonatura,GR ossa BI stonatura,Grossa;bistonatura,Grossa bistonatura
1193,1193,anello;rado,anello rado,Anello;rado,Anello rado
1194,1194,operosa;urla,C operosa B urla,Coperosa;burla,Coperosa burla
1195,1195,tela;boa;orso,ZE tela L boa LD orso,Zete;laboral;del;dorso,Zete laboral del dorso
1196,1196,caschi;mosa,BO C caschi U mosa,Bocca;schiumosa,Bocca schiumosa
1197,1197,ruspa;geni,VI ruspa TO geni,Virus;patogeni,Virus patogeni
1198,1198,nutrie;ibisco;tini,nutrie N T ibisco T tini,Nutrienti;biscottini,Nutrienti biscottini
1199,1199,ciad;idra;ami,S ciad idra G ami N E,Scià;di;dragamine,Scià di dragamine
1200,1200,lato;cercano,lato cercano S A,La;tocca;nosa,La tocca nosa
1201,1201,piramidi;stagno,A M piramidi CA stagno,Ampi;rami;di;castagno,Ampi rami di castagno
1202,1202,amo;some;rubinetto;sirene,F amo some R rubinetto L sirene S E,Famose;rubinetti;sirenese,Famose rubinetti sirenese
1203,1203,ari;deboli,A M ari deboli,Amari;deboli,Amari deboli
1204,1204,agave;estetista,V agave R estetista,Vaga;veresteta,Vaga veresteta
1205,1205,serio;dio,ES serio dio SI,Essere;riodio,Essere riodio
1206,1206,ori;saba;era,GL ori O saba NDI era,Gloriosa;bandiera,Gloriosa bandiera
1207,1207,avo;cause;in;tavolo;lepre;etto,L avo RA cause in tavolo BI lepre C etto,Lavorare;a;causa in tavola;bilepre-,Lavorare a causa in tavola bilepre-
1208,1208,atto;renato,atto renato,Attor;nato,Attor nato
1209,1209,nano;fauni;era,U nano I O fauni T era,Una;noiosa;faunteria,Una noiosa faunteria
1210,1210,ET,ET,Essere;tesi;estremi,Essere tesi estremi
1211,1211,Lario;nati,A Lario TTO nati,Alari;ottonati,Alari ottonati
1212,1212,abat-jour;divo;Negri;rebus,M abat-jour L LO divo S O Negri rebus A RO,Mabatjou;rl;lodivo;sonegr;ibusaro,Mabatjou rl lodivo sonegr ibusaro
1213,1213,cini;terra;cini;ara,cini O T terra SE cini F ara,Cino;ot;terrase;ci;nifa;ra;fara,Cino otterrase ci nifa ra fara
1214,1214,pin;essere;ivi;pin,pin T essere D E ivi m pin i,Pinteresse;dei;vicini,Pinteresse dei vicini
1215,1215,avidi;re;ori,B R avidi re TT ori,Bravi;drettori,Bravi direttori
1216,1216,boccia;turate;maschera,boccia turate maschera,Bocciature;amare,Bocciature amare
1217,1217,arco;passaggi;pie,N arco T I passaggi R A pie,Narcotici;pas;saggiati,Narcotici pas saggiati
1218,1218,postino;ancora;per,postino N ancora SCO per TI,Posti;non;ancora;scoperti,Posti non ancora scoperti
1219,1219,testi;diva;risi;parietti,testi diva risi parietti,Testi;di;vari;siparietti,Testi di vari siparietti
1220,1220,nano;vite,U nano NI vite,Un;anodina;univite,Un'anodina univite
1221,1221,causa;ero;pollice,S causa P ero U pollice,Scauspero;upollice,Scauspero upollice
1222,1222,tosta;mora;falange,BA tosta ME mora B falange,Batosta;memorabile,Batosta memorabile
1223,1223,urna;esili;coni,C urna N T esili coni C O,Curnante;siliconico,Curnante siliconico
1224,1224,rin;orata,rin VA orata FFI,Rinvaorata;ffi,Rinvaorata affi
1225,1225,aloe;per,V aloe per T A,Valo;perta,Valo perta
1226,1226,posta;barre,posta M I barre,Posta;mibarrre,Posta mibarrre
1227,1227,gancio;botti;ivo,gancio F I L botti E S ivo,Ci;filiamo;bottesivo,Ci filiamo bottesivo
1228,1228,risi;cono;idra;sale,C risi E cono MI idra LOS sale,Crisi;economica;idra sale,Crisi economica idra sale
1229,1229,risi;star;zio,C risi star CA zio NE,Crisi;di;starcazione,Crisi di starcazione
1230,1230,nare;aperto;telefono;alì;iene;scoglio,U nare TT aperto R telefono V alì G iene scoglio I,"Una;retta pe;rto;rvalì;gi;enescoglio;sì,;una!","Una retta pe rto rvalì gi enescoglio sì, una!"
1231,1231,prati;formaggi;vile,prati formaggi vile,Pratici;maggi,Pratici maggi
1232,1232,rana;ori;abete,G rana I ori C abete,Granai;oricabe,Granai oricabe
1233,1233,PP (Paolo Poli);Diana;cono,T PP TT Diana cono MIA,Teppisti;dian;a;conomia,Teppisti dian a' conomia
1234,1234,ami;caschi;fata,ami caschi fata,Amici;schietti,Amici schietti
1235,1235,papà;siepi;odi,papà I O siepi S odi,Papàiosiepi;sodiosi,Papàiosiepi sodiosi
1236,1236,ave;intere;santino;parenti,ave R E intere S santino T I parenti,Avere;interessanti;parenti,Avere interessanti parenti
1237,1237,erie;pero,VOL erie pero SI,Volerpero;sieresi,Volerpero sieresi
1238,1238,BAR;ponti;re;tane,IM BAR ponti R re L ON tane,Imbaraz;zar;elon;taneate,Imbarazzar elon taneate
1239,1239,re;aperto;re,P re SS aperto R chia re,Presse;per;richiarre,Presse per richiarre
1240,1240,gallo;nero,gallo nero SSO,Gallone;rosso,Gallone rosso
1241,1241,dea;geni,I dea geni A L E,Idea;geniale,Idea geniale
1242,1242,Pascoli;don;nel;Belgio,Pascoli C A don nel Belgio C O,Pascolica;don;nel;bosco,Pascolica don nel bosco
1243,1243,pinna;lima;more,pinna CO lima R more I,Pinnacoli;marmerei,Pinnacoli marmerei
1244,1244,squadra;bomba,squadra bomba,Squadra;bombers,Squadra bombers
1245,1245,lancia;ancora,lancia IN ancora TA,Lancia;in;canta,Lancia in canta
1246,1246,seghe;dì;Cina;in;dì;bi,seghe dì Cina in dì spensa bi L E,Se;ghiaccio;indispensabile,Se ghiaccio indispensabile
1247,1247,diva;narca,Z diva MO narca,Ziva;di;monarca,Ziva di monarca
1248,1248,alci;erosi,OR alci N erosi,Oralc;inerosi,Oralc inerosi
1249,1249,Verona;stima;Dallas;arpa,BA Verona S stima Dallas C I arpa,Bavero;nastimato;dalla;sciarpa,Bavero nastimato dalla sciarpa
1250,1250,note;tavolo;ile;arma,note tavolo B ile F arma CO,Note tavo lobil;efarma co,Note tavo lobil efarma co
1251,1251,Pisa;mura,CA Pisa mura I,Capi;samurai,Capi samurai
1252,1252,eredi;ha;forte;nate,OP eredi C ha forte S AN nate,Opera;di;chafort;esanante,Opera di chafort esanante
1253,1253,Ra;zio;Sam;sesto,G Ra zio Sam IS sesto NE,Graziosa;miss,Graziosa missestone
1254,1254,Alice;olmo;star,C Alice C olmo star NO,Calice;colmo;di;star,Calice colmo di star
1255,1255,chiesa;giochi;dee,chiesa G giochi E dee D A,Chi;è;giochi;eredi;e;da,Chi è giochi eredi e da
1256,1256,sarde;idolo,CAU sarde idolo RI,Causa;dei;dolori,Causa dei dolori
1257,1257,caschi;USA,B O C caschi USA,Bocca;schiusa,Bocca schiusa
1258,1258,operosa;compagni,TR operosa compagni,Troper;osacompag,Troper osacompag
1259,1259,dama;lenzuola;zeus;ovile,dama S lenzuola ND AG zeus SC ovile,Damas de;lanzuolas;con;daguzsco,Damas de lanzuolas con daguzsco
1260,1260,polli;oca;osa;ovale,CI polli P oca C osa POC ovale,Ciò;ch';è;poco;cosa;poco;vale,Ciò ch'è poco cosa poco vale
1261,1261,unica;bomba,T unica bomba,Tunica;bombata,Tunica bombata
1262,1262,Verona;otre;tino,PO Verona N otre N tino,Povero;nato;nontino,Povero nato nontino
1263,1263,FA;Perù;indaco,FA Perù indaco FF,Faperu;indac,Faperu indac
1264,1264,anelli;avi;orci;epe;crivello,anelli B B I avi A G orci epe R I crivello S O,Aneli;biavag;orcieperi;c;rivelloso,Aneli biavag orcieperi c rivelloso
1265,1265,teda;eco;dicono,S teda LI eco N O dicono,Stedali;econodico,Stedali econodico
1266,1266,ottiche;tosta;issa,I M ottiche G A tosta T issa,Immottica;gatossa,Immottica gatossa
1267,1267,avidi;motore;aratri,G R avidi S motore S C aratri,Gravi;disastri;scolpiti,Gravi disastri scolpiti
1268,1268,sol;sos;ori,sol L sos T ori CO,Solls;torico,Solls torico
1269,1269,avidi;sordi,G R avidi sordi N I,Gravi;disordini,Gravi disordini
1270,1270,salice;osa,PO salice NZI osa,Posa;licenziosa,Posa licenziosa
1271,1271,faro;matte;geni;ali,faro matte geni ali,Far;matte;geniali,Far matte geniali
1272,1272,suini;are;avi;lenza,suini M E N T are L avi O lenza,Sui;mentare la;vi;olenza !,Sui mentare la violenza!
1273,1273,buco;libero,buco LI libero,Bucolili;bero,Bucolili bero
1274,1274,avi;star,C HI avi star R I,Chiavistarri;cari,Chiavistarri cari
1275,1275,ultime;dì;alì,C ultime dì E V alì,Culti;medievali,Culti medievali
1276,1276,Asti;Anco;Ario,B Asti Anco N TR Ario,Bastian;contrario,Bastian contrario
1277,1277,riso;rana,SA riso ST rana,Saris;ostrana,Saris ostrana
1278,1278,sarda;fante,VER sarda BE fante,Versar;da;befe,Versar da befe
1279,1279,buco;cavi;liana,buco LI cavi R GI liana,Bucolici;vergiliana,Bucolici vergiliana
1280,1280,est;agave,ON est agave TTA,Onesta;gavetta,Onesta gavetta
1281,1281,vele;idra;coni,NO vele GG idra coni ANE,Nove;leggi;draconiane,Nove leggi draconiane
1282,1282,GS;operosa;teso;bava,GS C operosa N teso R bava,Gscoperosnate;sorbava,Gscoperosnate sorbava
1283,1283,tasto;carico;data,DA tasto RI carico R data,Data;storica;ricordata,Data storica ricordata
1284,1284,api;olla;sarda,U N api C olla M AN sarda,Una;picolla;mansarda,Una piccola mansarda
1285,1285,para;sarde,para FRA sarde T TI,Parafrasare;detti,Parafrasare detti
1286,1286,remi;gallo;tana,T remi gallo N tana TI,Tre;mig;allonamenti,Tre mig allonamenti
1287,1287,esca;fili;ossa,P esca R E fili G ossa,Pescare;figli;grossi,Pescare figli grossi
1288,1288,amo;poco;colletti;vari;anta,UN amo S poco colletti vari anta T A,Una;mosca;collettiva;riantata,Una mosca collettiva riantata
1289,1289,Pitt;resi;lista,Pitt O resi M BO lista,Pittore;simbolista,Pittore simbolista
1290,1290,care;collane,GIO care collane V E,Giocare;colle;nave,Giocare colle nave
1291,1291,ortica;nidi;lago,C ortica LZO nidi FU lago,Corti;calzoni;di;furlago,Corti calzoni di furlago
1292,1292,aria;geni,F aria LO geni,Fari;alogeni,Fari alogeni
